 LAMMPS data file for ring polymer of length 200
 
         200 atoms
         201 bonds
 
           2 atom types
           1 bond types
 
 Masses
 
           1   1.00000000    
           2   1.00000000    
 
 Atoms
 
          56           0           0           0
          57           0           0           0
          58           0           0           0
          59           0           0           0
          60           0           0           0
          61           0           0           0
          62           0           0           0
          63           0           0           0
          64           0           0           0
          65           0           0           0
          66           0           0           0
          67           0           0           0
          68           0           0           0
          69           0           0           0
          70           0           0           0
          71           0           0           0
          72           0           0           0
          73           0           0           0
          74           0           0           0
          75           0           0           0
          76           0           0           0
          77           0           0           0
          78           0           0           0
          79           0           0           0
          80           0           0           0
          81           0           0           0
          82           0           0           0
          83           0           0           0
          84           0           0           0
          85           0           0           0
          86           0           0           0
          87           0           0           0
          88           0           0           0
          89           0           0           0
          90           0           0           0
          91           0           0           0
          92           0           0           0
          93           0           0           0
          94           0           0           0
          95           0           0           0
          96           0           0           0
          97           0           0           0
          98           0           0           0
          99           0           0           0
         100           0           0           0
         101           0           0           0
         102           0           0           0
         103           0           0           0
         104           0           0           0
         105           0           0           0
         106           0           0           0
         107           0           0           0
         108           0           0           0
         109           0           0           0
         110           0           0           0
         111           0           0           0
         112           0           0           0
         113           0           0           0
         114           0           0           0
         115           0           0           0
         116           0           0           0
         117           0           0           0
         118           0           0           0
         119           0           0           0
         120           0           0           0
         121           0           0           0
         122           0           0           0
         123           0           0           0
         124           0           0           0
         125           0           0           0
         126           0           0           0
         127           0           0           0
         128           0           0           0
         129           0           0           0
         130           0           0           0
         131           0           0           0
         132           0           0           0
         133           0           0           0
         134           0           0           0
         135           0           0           0
         136           0           0           0
         137           0           0           0
         138           0           0           0
         139           0           0           0
         140           0           0           0
         141           0           0           0
         142           0           0           0
         143           0           0           0
         144           0           0           0
         145           0           0           0
         146           0           0           0
         147           0           0           0
         148           0           0           0
         149           0           0           0
         150           0           0           0
         151           0           0           0
         152           0           0           0
         153           0           0           0
         154           0           0           0
         155           0           0           0
         156           0           0           0
         157           0           0           0
         158           0           0           0
         159           0           0           0
         160           0           0           0
         161           0           0           0
         162           0           0           0
         163           0           0           0
         164           0           0           0
         165           0           0           0
         166           0           0           0
         167           0           0           0
         168           0           0           0
         169           0           0           0
         170           0           0           0
         171           0           0           0
         172           0           0           0
         173           0           0           0
         174           0           0           0
         175           0           0           0
         176           0           0           0
         177           0           0           0
         178           0           0           0
         179           0           0           0
         180           0           0           0
         181           0           0           0
         182           0           0           0
         183           0           0           0
         184           0           0           0
         185           0           0           0
         186           0           0           0
         187           0           0           0
         188           0           0           0
         189           0           0           0
         190           0           0           0
         191           0           0           0
         192           0           0           0
         193           0           0           0
         194           0           0           0
         195           0           0           0
         196           0           0           0
         197           0           0           0
         198           0           0           0
         199           0           0           0
         200           0           0           0
 
 Bonds
 
           1           1           1           2
           2           1           2           3
           3           1           3           4
           4           1           4           5
           5           1           5           6
           6           1           6           7
           7           1           7           8
           8           1           8           9
           9           1           9          10
          10           1          10          11
          11           1          11          12
          12           1          12          13
          13           1          13          14
          14           1          14          15
          15           1          15          16
          16           1          16          17
          17           1          17          18
          18           1          18          19
          19           1          19          20
          20           1          20          21
          21           1          21          22
          22           1          22          23
          23           1          23          24
          24           1          24          25
          25           1          25          26
          26           1          26          27
          27           1          27          28
          28           1          28          29
          29           1          29          30
          30           1          30          31
          31           1          31          32
          32           1          32          33
          33           1          33          34
          34           1          34          35
          35           1          35          36
          36           1          36          37
          37           1          37          38
          38           1          38          39
          39           1          39          40
          40           1          40          41
          41           1          41          42
          42           1          42          43
          43           1          43          44
          44           1          44          45
          45           1          45          46
          46           1          46          47
          47           1          47          48
          48           1          48          49
          49           1          49          50
          50           1          50          51
          51           1          51          52
          52           1          52          53
          53           1          53          54
          54           1          54          55
          55           1          55          56
          56           1          56          57
          57           1          57          58
          58           1          58          59
          59           1          59          60
          60           1          60          61
          61           1          61          62
          62           1          62          63
          63           1          63          64
          64           1          64          65
          65           1          65          66
          66           1          66          67
          67           1          67          68
          68           1          68          69
          69           1          69          70
          70           1          70          71
          71           1          71          72
          72           1          72          73
          73           1          73          74
          74           1          74          75
          75           1          75          76
          76           1          76          77
          77           1          77          78
          78           1          78          79
          79           1          79          80
          80           1          80          81
          81           1          81          82
          82           1          82          83
          83           1          83          84
          84           1          84          85
          85           1          85          86
          86           1          86          87
          87           1          87          88
          88           1          88          89
          89           1          89          90
          90           1          90          91
          91           1          91          92
          92           1          92          93
          93           1          93          94
          94           1          94          95
          95           1          95          96
          96           1          96          97
          97           1          97          98
          98           1          98          99
          99           1          99         100
         100           1         100         101
         101           1         101         102
         102           1         102         103
         103           1         103         104
         104           1         104         105
         105           1         105         106
         106           1         106         107
         107           1         107         108
         108           1         108         109
         109           1         109         110
         110           1         110         111
         111           1         111         112
         112           1         112         113
         113           1         113         114
         114           1         114         115
         115           1         115         116
         116           1         116         117
         117           1         117         118
         118           1         118         119
         119           1         119         120
         120           1         120         121
         121           1         121         122
         122           1         122         123
         123           1         123         124
         124           1         124         125
         125           1         125         126
         126           1         126         127
         127           1         127         128
         128           1         128         129
         129           1         129         130
         130           1         130         131
         131           1         131         132
         132           1         132         133
         133           1         133         134
         134           1         134         135
         135           1         135         136
         136           1         136         137
         137           1         137         138
         138           1         138         139
         139           1         139         140
         140           1         140         141
         141           1         141         142
         142           1         142         143
         143           1         143         144
         144           1         144         145
         145           1         145         146
         146           1         146         147
         147           1         147         148
         148           1         148         149
         149           1         149         150
         150           1         150         151
         151           1         151         152
         152           1         152         153
         153           1         153         154
         154           1         154         155
         155           1         155         156
         156           1         156         157
         157           1         157         158
         158           1         158         159
         159           1         159         160
         160           1         160         161
         161           1         161         162
         162           1         162         163
         163           1         163         164
         164           1         164         165
         165           1         165         166
         166           1         166         167
         167           1         167         168
         168           1         168         169
         169           1         169         170
         170           1         170         171
         171           1         171         172
         172           1         172         173
         173           1         173         174
         174           1         174         175
         175           1         175         176
         176           1         176         177
         177           1         177         178
         178           1         178         179
         179           1         179         180
         180           1         180         181
         181           1         181         182
         182           1         182         183
         183           1         183         184
         184           1         184         185
         185           1         185         186
         186           1         186         187
         187           1         187         188
         188           1         188         189
         189           1         189         190
         190           1         190         191
         191           1         191         192
         192           1         192         193
         193           1         193         194
         194           1         194         195
         195           1         195         196
         196           1         196         197
         197           1         197         198
         198           1         198         199
         199           1         199         200
         200           1         200           1
         201           1          50         100
